Date,Type,Price ,Index
Feb-08,Flat," 267,322 ",73.9
Mar-08,Flat," 264,226 ",73.0
Apr-08,Flat," 265,191 ",73.3
May-08,Flat," 266,306 ",73.6
Jun-08,Flat," 260,848 ",72.1
Jul-08,Flat," 262,734 ",72.6
Aug-08,Flat," 253,968 ",70.2
Sep-08,Flat," 250,460 ",69.2
Oct-08,Flat," 242,805 ",67.1
Nov-08,Flat," 233,135 ",64.4
Dec-08,Flat," 228,422 ",63.1
Jan-09,Flat," 229,353 ",63.4
Feb-09,Flat," 226,949 ",62.7
Mar-09,Flat," 225,466 ",62.3
Apr-09,Flat," 222,092 ",61.4
May-09,Flat," 227,052 ",62.7
Jun-09,Flat," 229,061 ",63.3
Jul-09,Flat," 233,071 ",64.4
Aug-09,Flat," 234,400 ",64.8
Sep-09,Flat," 241,515 ",66.7
Oct-09,Flat," 240,658 ",66.5
Nov-09,Flat," 238,347 ",65.9
Dec-09,Flat," 241,063 ",66.6
Jan-10,Flat," 249,180 ",68.9
Feb-10,Flat," 247,719 ",68.5
Mar-10,Flat," 250,903 ",69.3
Apr-10,Flat," 251,899 ",69.6
May-10,Flat," 250,835 ",69.3
Jun-10,Flat," 253,666 ",70.1
Jul-10,Flat," 259,349 ",71.7
Aug-10,Flat," 257,356 ",71.1
Sep-10,Flat," 256,612 ",70.9
Oct-10,Flat," 253,754 ",70.1
Nov-10,Flat," 250,196 ",69.1
Dec-10,Flat," 253,763 ",70.1
Jan-11,Flat," 255,214 ",70.5
Feb-11,Flat," 253,953 ",70.2
Mar-11,Flat," 257,165 ",71.1
Apr-11,Flat," 264,752 ",73.2
May-11,Flat," 254,026 ",70.2
Jun-11,Flat," 256,336 ",70.8
Jul-11,Flat," 265,623 ",73.4
Aug-11,Flat," 261,746 ",72.3
Sep-11,Flat," 262,610 ",72.6
Oct-11,Flat," 259,320 ",71.7
Nov-11,Flat," 260,317 ",71.9
Dec-11,Flat," 261,000 ",72.1
Jan-12,Flat," 262,346 ",72.5
Feb-12,Flat," 257,937 ",71.3
Mar-12,Flat," 259,216 ",71.6
Apr-12,Flat," 267,993 ",74.1
May-12,Flat," 271,470 ",75.0
Jun-12,Flat," 274,239 ",75.8
Jul-12,Flat," 275,099 ",76.0
Aug-12,Flat," 275,527 ",76.1
Sep-12,Flat," 274,948 ",76.0
Oct-12,Flat," 277,248 ",76.6
Nov-12,Flat," 275,027 ",76.0
Dec-12,Flat," 280,600 ",77.5
Jan-13,Flat," 277,251 ",76.6
Feb-13,Flat," 280,689 ",77.6
Mar-13,Flat," 278,831 ",77.1
Apr-13,Flat," 288,624 ",79.8
May-13,Flat," 288,559 ",79.7
Jun-13,Flat," 290,694 ",80.3
Jul-13,Flat," 298,764 ",82.6
Aug-13,Flat," 299,890 ",82.9
Sep-13,Flat," 306,464 ",84.7
Oct-13,Flat," 305,736 ",84.5
Nov-13,Flat," 309,270 ",85.5
Dec-13,Flat," 319,009 ",88.2
Jan-14,Flat," 320,787 ",88.7
Feb-14,Flat," 323,086 ",89.3
Mar-14,Flat," 326,778 ",90.3
Apr-14,Flat," 337,738 ",93.3
May-14,Flat," 345,723 ",95.5
Jun-14,Flat," 349,362 ",96.6
Jul-14,Flat," 357,492 ",98.8
Aug-14,Flat," 362,768 ",100.3
Sep-14,Flat," 362,757 ",100.3
Oct-14,Flat," 360,746 ",99.7
Nov-14,Flat," 358,450 ",99.1
Dec-14,Flat," 362,322 ",100.1
Jan-15,Flat," 361,840 ",100.0
Feb-15,Flat," 363,574 ",100.5
Mar-15,Flat," 363,615 ",100.5
Apr-15,Flat," 367,469 ",101.6
May-15,Flat," 374,213 ",103.4
Jun-15,Flat," 373,769 ",103.3
Jul-15,Flat," 385,416 ",106.5
Aug-15,Flat," 387,978 ",107.2
Sep-15,Flat," 392,127 ",108.4
Oct-15,Flat," 389,400 ",107.6
Nov-15,Flat," 395,612 ",109.3
Dec-15,Flat," 398,893 ",110.2
Jan-16,Flat," 405,793 ",112.1
Feb-16,Flat," 403,745 ",111.6
Mar-16,Flat," 412,842 ",114.1
Apr-16,Flat," 407,094 ",112.5
May-16,Flat," 414,351 ",114.5
Jun-16,Flat," 413,275 ",114.2
Jul-16,Flat," 418,347 ",115.6
Aug-16,Flat," 415,648 ",114.9
Sep-16,Flat," 416,967 ",115.2
Oct-16,Flat," 417,532 ",115.4
Nov-16,Flat," 418,660 ",115.7
Dec-16,Flat," 419,937 ",116.1
Jan-17,Flat," 421,834 ",116.6
Feb-17,Flat," 427,256 ",118.1
Mar-17,Flat," 422,917 ",116.9
Apr-17,Flat," 428,541 ",118.4
May-17,Flat," 430,111 ",118.9
Jun-17,Flat," 428,001 ",118.3
Jul-17,Flat," 434,837 ",120.2
Aug-17,Flat," 432,209 ",119.4
Sep-17,Flat," 428,892 ",118.5
Oct-17,Flat," 426,315 ",117.8
Nov-17,Flat," 421,807 ",116.6
Dec-17,Flat," 421,917 ",116.6
Jan-18,Flat," 425,766 ",117.7
Feb-18,Flat," 423,537 ",117.1
Mar-18,Flat," 416,546 ",115.1
Apr-18,Flat," 420,315 ",116.2
May-18,Flat," 420,076 ",116.1
Jun-18,Flat," 421,188 ",116.4
Jul-18,Flat," 424,322 ",117.3
Aug-18,Flat," 420,693 ",116.3
Sep-18,Flat," 416,752 ",115.2
Oct-18,Flat," 420,173 ",116.1
Nov-18,Flat," 414,694 ",114.6
Dec-18,Flat," 415,439 ",114.8
Jan-19,Flat," 410,934 ",113.6
Feb-19,Flat," 407,751 ",112.7
Mar-19,Flat," 406,906 ",112.5
Apr-19,Flat," 411,538 ",113.7
May-19,Flat," 404,455 ",111.8
Jun-19,Flat," 410,983 ",113.6
Jul-19,Flat," 420,028 ",116.1
Aug-19,Flat," 410,338 ",113.4
Sep-19,Flat," 419,530 ",115.9
Oct-19,Flat," 412,541 ",114.0
Nov-19,Flat," 405,653 ",112.1
Dec-19,Flat," 418,800 ",115.7
Jan-20,Flat," 416,666 ",115.2
Feb-20,Flat," 411,498 ",113.7
Mar-20,Flat," 420,460 ",116.2
Apr-20,Flat," 411,367 ",113.7
May-20,Flat," 406,149 ",112.2
Jun-20,Flat," 412,696 ",114.1
Jul-20,Flat," 418,283 ",115.6
Aug-20,Flat," 419,456 ",115.9
Sep-20,Flat," 424,519 ",117.3
Oct-20,Flat," 417,093 ",115.3
Nov-20,Flat," 424,338 ",117.3
Dec-20,Flat," 425,729 ",117.7
Jan-21,Flat," 434,068 ",118.1
Feb-21,Flat," 435,531 ",115.4
Mar-21,Flat," 429,475 ",117.9
Apr-21,Flat," 432,906 ",115.5
May-21,Flat," 431,469 ",113.4
Jun-21,Flat," 439,811 ",117.4
Jul-21,Flat," 446,212 ",119.3
Aug-21,Flat," 447,465 ",118.8
Sep-21,Flat," 448,188 ",118.2
Oct-21,Flat," 440,220 ",119.1
Nov-21,Flat," 444,467 ",120.1
Dec-21,Flat," 442,848 ",119.2
Jan-22,Flat," 434,068 ",120.0
Feb-22,Flat," 435,531 ",120.4
Mar-22,Flat," 429,475 ",118.7
Apr-22,Flat," 432,906 ",119.6
May-22,Flat," 431,469 ",119.2
Jun-22,Flat," 439,811 ",121.5
Jul-22,Flat," 446,212 ",123.3
Aug-22,Flat," 447,939 ",123.8
Sep-22,Flat," 447,706 ",123.7
Oct-22,Flat," 439,338 ",121.4
Nov-22,Flat," 443,806 ",122.7
Dec-22,Flat," 442,091 ",122.2
Jan-23,Flat," 444,715 ",122.9
Feb-23,Flat," 437,302 ",120.9
Mar-23,Flat," 432,044 ",119.4
Apr-23,Flat," 437,457 ",120.9
May-23,Flat," 438,045 ",121.1
Jun-23,Flat," 436,111 ",120.5
Jul-23,Flat," 438,996 ",121.3
Aug-23,Flat," 446,019 ",123.3
Sep-23,Flat," 447,044 ",123.5
